building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/!!!ovn_dread_king_only						
wh2_dlc09_special_pyramid_settra	unit_cap_ovn_dk_skeleton_guards_chariots		building_to_faction_own	2.0000	2.0000	0.0000
dread_burial_mound	wh2_dlc09_effect_unit_cap_tmb_inf_crypt_ghouls		building_to_faction_own	4.0000	1.0000	0.0000
dread_burial_mound	wh2_dlc09_effect_unit_cap_tmb_mon_dire_wolves		building_to_faction_own	4.0000	1.0000	0.0000
dread_burial_mound	wh2_dlc09_effect_unit_cap_tmb_mon_fell_bats		building_to_faction_own	4.0000	1.0000	0.0000
dread_burial_mound_2	unit_cap_ovn_dk_mon_skeleton_minotaurs		building_to_faction_own	1.0000	1.0000	0.0000
dread_burial_mound_2	wh2_dlc09_effect_unit_cap_tmb_inf_crypt_ghouls		building_to_faction_own	4.0000	1.0000	0.0000
dread_burial_mound_2	wh2_dlc09_effect_unit_cap_tmb_mon_dire_wolves		building_to_faction_own	4.0000	1.0000	0.0000
dread_burial_mound_2	wh2_dlc09_effect_unit_cap_tmb_mon_fell_bats		building_to_faction_own	4.0000	1.0000	0.0000
dread_colossus_1	unit_cap_ovn_dk_mon_skeleton_giant		building_to_faction_own	1.0000	1.0000	0.0000
dread_colossus_1	wh3_main_effect_corruption_vampiric_buildings		region_to_region_own	2.0000	1.0000	0.0000
dread_infantry_1	wh2_dlc09_effect_unit_cap_tmb_inf_skeleton_archers_0		building_to_faction_own	4.0000	4.0000	0.0000
dread_infantry_2	wh2_dlc09_effect_unit_cap_tmb_inf_skeleton_archers_0		building_to_faction_own	4.0000	4.0000	0.0000
dread_infantry_2	unit_cap_ovn_dk_inf_skeleton_javelinmen		building_to_faction_own	3.0000	3.0000	0.0000
dread_infantry_2	unit_cap_ovn_dk_inf_mummies		building_to_faction_own	2.0000	2.0000	0.0000
dread_infantry_3	wh2_dlc09_effect_unit_cap_tmb_inf_skeleton_archers_0		building_to_faction_own	6.0000	6.0000	6.0000
dread_infantry_3	unit_cap_ovn_dk_inf_skeleton_javelinmen		building_to_faction_own	3.0000	3.0000	0.0000
dread_infantry_3	unit_cap_ovn_dk_inf_mummies		building_to_faction_own	2.0000	2.0000	0.0000
dread_infantry_3	unit_cap_ovn_dk_inf_skeleton_hoplites		building_to_faction_own	2.0000	2.0000	2.0000
dread_infantry_3	unit_cap_ovn_dk_inf_skeleton_pikemen		building_to_faction_own	1.0000	1.0000	1.0000
dread_infantry_4	wh2_dlc09_effect_unit_cap_tmb_inf_skeleton_archers_0		building_to_faction_own	6.0000	6.0000	6.0000
dread_infantry_4	unit_cap_ovn_dk_inf_skeleton_javelinmen		building_to_faction_own	5.0000	5.0000	3.0000
dread_infantry_4	unit_cap_ovn_dk_inf_mummies		building_to_faction_own	3.0000	3.0000	2.0000
dread_infantry_4	unit_cap_ovn_dk_inf_skeleton_hoplites		building_to_faction_own	3.0000	3.0000	3.0000
dread_infantry_4	unit_cap_ovn_dk_inf_skeleton_pikemen		building_to_faction_own	2.0000	2.0000	2.0000
dread_infantry_4	unit_cap_ovn_dk_inf_tomb_guardian		building_to_faction_own	2.0000	2.0000	2.0000
dread_infantry_4	unit_cap_ovn_dk_inf_tomb_guardian_great_weapons		building_to_faction_own	1.0000	1.0000	1.0000
dread_infantry_4	unit_cap_ovn_dk_inf_tomb_guardian_peltasts		building_to_faction_own	1.0000	1.0000	1.0000
dread_cavalry_1	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_0		building_to_faction_own	2.0000	2.0000	0.0000
dread_cavalry_1	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_archers_0		building_to_faction_own	2.0000	2.0000	0.0000
dread_cavalry_2	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_0		building_to_faction_own	2.0000	2.0000	0.0000
dread_cavalry_2	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_archers_0		building_to_faction_own	2.0000	2.0000	0.0000
dread_cavalry_2	unit_cap_ovn_dk_cav_royal_guard_cavalry		building_to_faction_own	1.0000	1.0000	0.0000
dread_cavalry_3	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_0		building_to_faction_own	2.0000	2.0000	2.0000
dread_cavalry_3	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_archers_0		building_to_faction_own	2.0000	2.0000	2.0000
dread_cavalry_3	unit_cap_ovn_dk_cav_royal_guard_cavalry		building_to_faction_own	2.0000	2.0000	2.0000
dread_cavalry_3	unit_cap_ovn_dk_cav_royal_guard_lancers		building_to_faction_own	1.0000	1.0000	1.0000
dread_mortis_1	unit_cap_ovn_dk_veh_mortis_engine_0		building_to_faction_own	1.0000	1.0000	0.0000
dread_mortis_1	wh3_main_effect_corruption_vampiric_buildings		region_to_region_own	2.0000	1.0000	0.0000
dread_hydras_1	unit_cap_ovn_dk_mon_bone_hydra		building_to_faction_own	1.0000	1.0000	0.0000
dread_hydras_1	wh3_main_effect_corruption_vampiric_buildings		region_to_region_own	2.0000	1.0000	0.0000
dread_hydras_1	unit_cap_ovn_dk_mon_skeleton_elephant		building_to_faction_own	1.0000	1.0000	0.0000
dread_ghosts_1	unit_cap_ovn_dk_inf_cairn_wraiths		building_to_faction_own	1.0000	1.0000	0.0000
dread_ghosts_2	unit_cap_ovn_dk_inf_cairn_wraiths		building_to_faction_own	2.0000	2.0000	0.0000
dread_ghosts_2	wh2_dlc09_effect_unit_cap_tmb_cav_hexwraiths		building_to_faction_own	1.0000	1.0000	0.0000
dread_elephants_1	unit_cap_ovn_dk_mon_skeleton_elephant		building_to_faction_own	1.0000	1.0000	0.0000
dread_pyramid_omanhan_landmark	wh2_dlc09_pooled_resource_canopic_jars_buildings		region_to_region_own	2.0000	1.0000	0.0000
dread_pyramid_omanhan_landmark	wh3_main_effect_winds_of_magic_pool_cap		faction_to_force_own	3.0000	3.0000	0.0000
dread_pyramid_omanhan_landmark	wh_main_effect_economy_gdp_mod_all		province_to_region_own_factionwide	5.0000	3.0000	0.0000
dread_pyramid_omanhan_landmark	wh_main_effect_public_order_base		province_to_province_own_unseen	2.0000	1.0000	0.0000
dread_pyramid_omanhan_landmark	wh_main_effect_public_order_osmosis		province_to_province_adjacent_unseen	1.0000	1.0000	0.0000
dread_pyramid_nebwaneph_landmark	wh2_dlc09_pooled_resource_canopic_jars_buildings		region_to_region_own	2.0000	1.0000	0.0000
dread_pyramid_nebwaneph_landmark	wh2_main_effect_building_construction_time_mod_all		faction_to_region_own	-20.0000	-1.0000	0.0000
dread_pyramid_nebwaneph_landmark	wh3_main_effect_winds_of_magic_pool_cap		faction_to_force_own	3.0000	3.0000	0.0000
dread_pyramid_nebwaneph_landmark	wh_main_effect_building_construction_cost_mod		province_to_region_own_factionwide	-5.0000	-3.0000	0.0000
dread_pyramid_nebwaneph_landmark	wh_main_effect_public_order_base		province_to_province_own_unseen	2.0000	1.0000	0.0000
dread_pyramid_nebwaneph_landmark	wh_main_effect_public_order_osmosis		province_to_province_adjacent_unseen	1.0000	1.0000	0.0000
dread_pyramid_dread_king_landmark	wh2_dlc09_pooled_resource_canopic_jars_buildings		region_to_region_own	2.0000	1.0000	0.0000
dread_pyramid_dread_king_landmark	wh3_main_effect_winds_of_magic_pool_cap		faction_to_force_own	3.0000	3.0000	0.0000
dread_pyramid_dread_king_landmark	wh_main_effect_agent_action_outcome_parent_army_xp_gain		province_to_force_own_provincewide	200.0000	5.0000	0.0000
dread_pyramid_dread_king_landmark	wh_main_effect_public_order_base		province_to_province_own_unseen	2.0000	1.0000	0.0000
dread_pyramid_dread_king_landmark	wh_main_effect_public_order_osmosis		province_to_province_adjacent_unseen	1.0000	1.0000	0.0000
dread_pyramid_dread_king_landmark	wh3_main_effect_corruption_vampiric_adjacent_provinces		province_to_province_own_unseen	2.0000	1.0000	0.0000
dread_pyramid_dread_king_landmark	wh3_main_effect_corruption_vampiric_buildings		region_to_region_own	10.0000	10.0000	0.0000
dread_pyramid_dread_king_landmark	dk_effect_agent_recruitment_xp_elo_centurion		faction_to_province_own_factionwide	2.0000	1.0000	0.0000
dread_pyramid_dread_king_landmark	dread_unit_xp_levels_royal_guards		faction_to_province_own	2.0000	1.0000	0.0000
dread_palace_myrmidens_landmark	wh2_dlc09_pooled_resource_canopic_jars_buildings		region_to_region_own	10.0000	5.0000	0.0000
