id	names_group	type	gender	frequency
#names_tables;0;db/names_tables/ovn_dread_king_only				
311089050	ovn_tmb_dread_king	family_name	m	1
311089051	ovn_tmb_dread_king	family_name	m	1
311089052	ovn_tmb_dread_king	family_name	m	1
311089053	ovn_tmb_dread_king	family_name	m	1
311089054	ovn_tmb_dread_king	family_name	m	1
311089055	ovn_tmb_dread_king	family_name	m	1
311089056	ovn_tmb_dread_king	family_name	m	1
311089057	ovn_tmb_dread_king	family_name	m	1
311089058	ovn_tmb_dread_king	family_name	m	1
311089059	ovn_tmb_dread_king	family_name	m	1
311089060	ovn_tmb_dread_king	family_name	m	1
311089061	ovn_tmb_dread_king	family_name	m	1
311089062	ovn_tmb_dread_king	family_name	m	1
311089063	ovn_tmb_dread_king	family_name	m	1
311089064	ovn_tmb_dread_king	family_name	m	1
311089065	ovn_tmb_dread_king	family_name	m	1
311089066	ovn_tmb_dread_king	family_name	m	1
311089067	ovn_tmb_dread_king	family_name	m	1
311089068	ovn_tmb_dread_king	family_name	m	1
311089069	ovn_tmb_dread_king	family_name	m	1
311089070	ovn_tmb_dread_king	family_name	m	1
311089071	ovn_tmb_dread_king	family_name	m	1
311089072	ovn_tmb_dread_king	family_name	m	1
311089073	ovn_tmb_dread_king	family_name	m	1
311089074	ovn_tmb_dread_king	family_name	m	1
311089075	ovn_tmb_dread_king	forename	m	1
311089076	ovn_tmb_dread_king	forename	m	1
311089077	ovn_tmb_dread_king	forename	m	1
311089078	ovn_tmb_dread_king	forename	m	1
311089079	ovn_tmb_dread_king	forename	m	1
311089080	ovn_tmb_dread_king	forename	m	1
311089081	ovn_tmb_dread_king	forename	m	1
311089082	ovn_tmb_dread_king	forename	m	1
311089083	ovn_tmb_dread_king	forename	m	1
311089084	ovn_tmb_dread_king	forename	m	1
311089085	ovn_tmb_dread_king	forename	m	1
311089086	ovn_tmb_dread_king	forename	m	1
311089087	ovn_tmb_dread_king	forename	m	1
311089088	ovn_tmb_dread_king	forename	m	1
311089089	ovn_tmb_dread_king	forename	m	1
311089090	ovn_tmb_dread_king	forename	m	1
311089091	ovn_tmb_dread_king	forename	m	1
311089092	ovn_tmb_dread_king	forename	m	1
311089093	ovn_tmb_dread_king	forename	m	1
311089094	ovn_tmb_dread_king	forename	m	1
311089095	ovn_tmb_dread_king	forename	m	1
311089096	ovn_tmb_dread_king	forename	m	1
311089097	ovn_tmb_dread_king	forename	m	1
311089098	ovn_tmb_dread_king	forename	m	1
311089099	ovn_tmb_dread_king	forename	m	1
311089100	ovn_tmb_dread_king	forename	m	1
311089101	ovn_tmb_dread_king	forename	m	1
311089102	ovn_tmb_dread_king	forename	m	1
311089103	ovn_tmb_dread_king	forename	m	1
311089104	ovn_tmb_dread_king	forename	m	1
311089105	ovn_tmb_dread_king	forename	m	1
311089106	ovn_tmb_dread_king	forename	m	1
311089107	ovn_tmb_dread_king	forename	m	1
311089108	ovn_tmb_dread_king	forename	m	1
311089109	ovn_tmb_dread_king	forename	m	1
311089110	ovn_tmb_dread_king	forename	m	1
311089111	ovn_tmb_dread_king	forename	m	1
311089112	ovn_tmb_dread_king	forename	m	1
311089113	ovn_tmb_dread_king	forename	m	1
311089114	ovn_tmb_dread_king	forename	m	1
311089115	ovn_tmb_dread_king	forename	m	1
311089116	ovn_tmb_dread_king	forename	m	1
311089117	ovn_tmb_dread_king	forename	m	1
311089118	ovn_tmb_dread_king	forename	m	1
311089119	ovn_tmb_dread_king	forename	m	1
311089120	ovn_tmb_dread_king	forename	m	1
311089121	ovn_tmb_dread_king	forename	m	1
