bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/ovn_dread_king_only	
armoured	Dread_King
melee_expert	Dread_King
spellcaster	Dread_King
armoured	Dread_King_barded_steed
melee_expert	Dread_King_barded_steed
spellcaster	Dread_King_barded_steed
armoured	Dread_King_pegasus
melee_expert	Dread_King_pegasus
spellcaster	Dread_King_pegasus
very_fast	Dread_King_pegasus
armour_piercing	Dread_King_zombie_dragon
armoured	Dread_King_zombie_dragon
scaly_skin	Dread_King_zombie_dragon
spellcaster	Dread_King_zombie_dragon
armoured	elo_hand_of_nagash
melee_expert	elo_hand_of_nagash
spellcaster	elo_hand_of_nagash
armoured	elo_hand_of_nagash_barded_steed
melee_expert	elo_hand_of_nagash_barded_steed
spellcaster	elo_hand_of_nagash_barded_steed
anti_infantry	elo_hand_of_nagash_chariot
armoured	elo_hand_of_nagash_chariot
spellcaster	elo_hand_of_nagash_chariot
melee_expert	elo_hand_of_nagash_chariot
spellcaster	elo_dread_larenscheld
spellcaster	elo_dread_larenscheld_wright
ethereal	elo_dread_larenscheld_wright
terror	elo_dread_larenscheld_wright
spellcaster	elo_dread_larenscheld_wright_perfect
ethereal	elo_dread_larenscheld_wright_perfect
terror	elo_dread_larenscheld_wright_perfect
spellcaster	elo_liche_general_vampires
armoured	elo_liche_general_vampires
melee_expert	elo_liche_general_vampires
spellcaster	elo_liche_general_vampires_barded_steed
armoured	elo_liche_general_vampires_barded_steed
melee_expert	elo_liche_general_vampires_barded_steed
anti_infantry	elo_liche_general_vampires_chariot
spellcaster	elo_liche_general_vampires_chariot
armoured	elo_liche_general_vampires_chariot
melee_expert	elo_liche_general_vampires_chariot
armoured	elo_liche_general_vampires_pegasus
melee_expert	elo_liche_general_vampires_pegasus
spellcaster	elo_liche_general_vampires_pegasus
very_fast	elo_liche_general_vampires_pegasus
spellcaster	elo_liche_general_vampires_elephant
anti_infantry	elo_liche_general_vampires_elephant
damage_dealer	elo_liche_general_vampires_elephant
terror	elo_liche_general_vampires_elephant
spellcaster	elo_liche_general_death
armoured	elo_liche_general_death
melee_expert	elo_liche_general_death
spellcaster	elo_liche_general_death_barded_steed
armoured	elo_liche_general_death_barded_steed
melee_expert	elo_liche_general_death_barded_steed
anti_infantry	elo_liche_general_death_chariot
spellcaster	elo_liche_general_death_chariot
armoured	elo_liche_general_death_chariot
melee_expert	elo_liche_general_death_chariot
armoured	elo_liche_general_death_pegasus
melee_expert	elo_liche_general_death_pegasus
spellcaster	elo_liche_general_death_pegasus
very_fast	elo_liche_general_death_pegasus
spellcaster	elo_liche_general_death_elephant
anti_infantry	elo_liche_general_death_elephant
damage_dealer	elo_liche_general_death_elephant
terror	elo_liche_general_death_elephant
anti_infantry	elo_dread_centurion
armour_piercing	elo_dread_centurion
armoured	elo_dread_centurion
melee_expert	elo_dread_centurion
anti_infantry	elo_dread_centurion_barded_horse
armour_piercing	elo_dread_centurion_barded_horse
armoured	elo_dread_centurion_barded_horse
melee_expert	elo_dread_centurion_barded_horse
armoured	elo_dread_centurion_pegasus
melee_expert	elo_dread_centurion_pegasus
anti_infantry	elo_dread_centurion_pegasus
very_fast	elo_dread_centurion_pegasus
anti_infantry	elo_dread_centurion_chariot
armoured	elo_dread_centurion_chariot
melee_expert	elo_dread_centurion_chariot
spellcaster	dread_corrupted_priest_death
spellcaster	dread_corrupted_priest_death_barded_steed
spellcaster	dread_corrupted_priest_shadow
spellcaster	dread_corrupted_priest_shadow_barded_steed
spellcaster	dread_corrupted_priest_vampires
spellcaster	dread_corrupted_priest_vampires_barded_steed
armour_piercing	dread_hellwraith
duellist	dread_hellwraith
ethereal	dread_hellwraith
terror	dread_hellwraith
spellcaster	dread_cha_liche_high_priest_haptmose_0
spellcaster	dread_cha_liche_high_priest_haptmose_1
anti_infantry	dread_cha_liche_high_priest_haptmose_2
armoured	dread_cha_liche_high_priest_haptmose_2
spellcaster	dread_cha_liche_high_priest_haptmose_2
armour_piercing_ranged	dread_cha_liche_high_priest_haptmose_3
armoured	dread_cha_liche_high_priest_haptmose_3
light_of_death	dread_cha_liche_high_priest_haptmose_3
spellcaster	dread_cha_liche_high_priest_haptmose_3
anti_large	ovn_dk_inf_skeleton_javelinmen
anti_large	ovn_dk_inf_skeleton_hoplites
armoured_and_shielded	ovn_dk_inf_skeleton_hoplites
charge_reflector_vs_large	ovn_dk_inf_skeleton_hoplites
anti_large	ovn_dk_inf_skeleton_pikemen
armoured	ovn_dk_inf_skeleton_pikemen
charge_reflector	ovn_dk_inf_skeleton_pikemen
embalmed_bodies	ovn_dk_inf_mummies
curse_of_the_mummy	ovn_dk_inf_mummies
charge_reflector	ovn_dk_inf_mummies
defender	ovn_dk_inf_mummies
