ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/ovn_dread_king_only	
wh2_dlc09_lord_passive_my_will_be_done	Dread_King
wh2_dlc09_lord_passive_the_curse	Dread_King
wh_main_unit_passive_unstable	Dread_King
spawn_ushabti_dread_king	Dread_King
Dread_Aura	Dread_King
wh_main_unit_passive_unstable_mark_ii	Dread_King
wh3_main_unit_passive_single_entity	Dread_King
wh2_dlc09_lord_passive_my_will_be_done	Dread_King_barded_steed
wh2_dlc09_lord_passive_the_curse	Dread_King_barded_steed
wh_main_unit_passive_unstable	Dread_King_barded_steed
spawn_ushabti_dread_king	Dread_King_barded_steed
Dread_Aura	Dread_King_barded_steed
wh_main_unit_passive_unstable_mark_ii	Dread_King_barded_steed
wh3_main_unit_passive_single_entity	Dread_King_barded_steed
wh2_dlc09_lord_passive_my_will_be_done	Dread_King_pegasus
wh2_dlc09_lord_passive_the_curse	Dread_King_pegasus
wh_main_unit_passive_unstable	Dread_King_pegasus
spawn_ushabti_dread_king	Dread_King_pegasus
Dread_Aura	Dread_King_pegasus
wh_main_unit_passive_unstable_mark_ii	Dread_King_pegasus
wh3_main_unit_passive_single_entity	Dread_King_pegasus
wh2_dlc09_lord_passive_my_will_be_done	Dread_King_zombie_dragon
wh2_dlc09_lord_passive_the_curse	Dread_King_zombie_dragon
wh_main_unit_passive_unstable	Dread_King_zombie_dragon
spawn_ushabti_dread_king	Dread_King_zombie_dragon
Dread_Aura	Dread_King_zombie_dragon
wh_main_unit_passive_unstable_mark_ii	Dread_King_zombie_dragon
wh3_main_unit_passive_single_entity	Dread_King_zombie_dragon
wh2_main_unit_abilities_pestilential_breath	Dread_King_zombie_dragon
wh_main_hero_passive_swarm_of_flies	Dread_King_zombie_dragon
wh2_dlc09_character_abilities_strike_of_tombs	elo_liche_general_vampires
wh2_dlc09_character_abilities_tomb_king_rally	elo_liche_general_vampires
wh_main_character_passive_master_of_the_dead	elo_liche_general_vampires
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_vampires
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_vampires
elo_liche_call_the_legions	elo_liche_general_vampires
wh3_main_unit_passive_single_entity	elo_liche_general_vampires
wh2_dlc09_character_abilities_strike_of_tombs	elo_liche_general_vampires_barded_steed
wh2_dlc09_character_abilities_tomb_king_rally	elo_liche_general_vampires_barded_steed
wh_main_character_passive_master_of_the_dead	elo_liche_general_vampires_barded_steed
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_vampires_barded_steed
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_vampires_barded_steed
elo_liche_call_the_legions	elo_liche_general_vampires_barded_steed
wh3_main_unit_passive_single_entity	elo_liche_general_vampires_barded_steed
wh2_dlc09_character_abilities_strike_of_tombs	elo_liche_general_vampires_chariot
wh2_dlc09_character_abilities_tomb_king_rally	elo_liche_general_vampires_chariot
wh_main_character_passive_master_of_the_dead	elo_liche_general_vampires_chariot
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_vampires_chariot
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_vampires_chariot
elo_liche_call_the_legions	elo_liche_general_vampires_chariot
wh3_main_unit_passive_single_entity	elo_liche_general_vampires_chariot
wh2_dlc09_character_abilities_strike_of_tombs	elo_liche_general_vampires_elephant
wh2_dlc09_character_abilities_tomb_king_rally	elo_liche_general_vampires_elephant
wh_main_character_passive_master_of_the_dead	elo_liche_general_vampires_elephant
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_vampires_elephant
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_vampires_elephant
elo_liche_call_the_legions	elo_liche_general_vampires_elephant
wh3_main_unit_passive_single_entity	elo_liche_general_vampires_elephant
wh2_dlc09_character_abilities_strike_of_tombs	elo_liche_general_vampires_pegasus
wh2_dlc09_character_abilities_tomb_king_rally	elo_liche_general_vampires_pegasus
wh_main_character_passive_master_of_the_dead	elo_liche_general_vampires_pegasus
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_vampires_pegasus
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_vampires_pegasus
elo_liche_call_the_legions	elo_liche_general_vampires_pegasus
wh3_main_unit_passive_single_entity	elo_liche_general_vampires_pegasus
wh2_dlc09_character_abilities_strike_of_tombs	elo_liche_general_death
wh2_dlc09_character_abilities_tomb_king_rally	elo_liche_general_death
wh_main_character_passive_master_of_the_dead	elo_liche_general_death
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_death
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_death
elo_liche_call_the_legions	elo_liche_general_death
wh3_main_unit_passive_single_entity	elo_liche_general_death
wh2_dlc09_character_abilities_strike_of_tombs	elo_liche_general_death_barded_steed
wh2_dlc09_character_abilities_tomb_king_rally	elo_liche_general_death_barded_steed
wh_main_character_passive_master_of_the_dead	elo_liche_general_death_barded_steed
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_death_barded_steed
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_death_barded_steed
elo_liche_call_the_legions	elo_liche_general_death_barded_steed
wh3_main_unit_passive_single_entity	elo_liche_general_death_barded_steed
wh2_dlc09_character_abilities_strike_of_tombs	elo_liche_general_death_chariot
wh2_dlc09_character_abilities_tomb_king_rally	elo_liche_general_death_chariot
wh_main_character_passive_master_of_the_dead	elo_liche_general_death_chariot
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_death_chariot
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_death_chariot
elo_liche_call_the_legions	elo_liche_general_death_chariot
wh3_main_unit_passive_single_entity	elo_liche_general_death_chariot
wh2_dlc09_character_abilities_strike_of_tombs	elo_liche_general_death_elephant
wh2_dlc09_character_abilities_tomb_king_rally	elo_liche_general_death_elephant
wh_main_character_passive_master_of_the_dead	elo_liche_general_death_elephant
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_death_elephant
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_death_elephant
elo_liche_call_the_legions	elo_liche_general_death_elephant
wh3_main_unit_passive_single_entity	elo_liche_general_death_elephant
wh2_dlc09_character_abilities_strike_of_tombs	elo_liche_general_death_pegasus
wh2_dlc09_character_abilities_tomb_king_rally	elo_liche_general_death_pegasus
wh_main_character_passive_master_of_the_dead	elo_liche_general_death_pegasus
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_liche_general_death_pegasus
wh2_dlc09_unit_passive_unstable_sand	elo_liche_general_death_pegasus
elo_liche_call_the_legions	elo_liche_general_death_pegasus
wh3_main_unit_passive_single_entity	elo_liche_general_death_pegasus
wh2_dlc09_unit_passive_unstable_sand	elo_dread_centurion
wh2_dlc09_unit_passive_unstable_mark_ii_sand	elo_dread_centurion
wh_main_character_abilities_heroic_killing_blow	elo_dread_centurion
wh2_dlc09_character_abilities_curse_of_djaf	elo_dread_centurion
wh2_dlc09_unit_passive_guardian	elo_dread_centurion
wh3_main_unit_passive_single_entity	elo_dread_centurion
wh_main_character_abilities_foe_seeker	elo_dread_centurion
wh_main_character_abilities_foe_seeker	elo_dread_centurion_barded_horse
wh_main_character_abilities_foe_seeker	elo_dread_centurion_chariot
wh_main_character_abilities_foe_seeker	elo_dread_centurion_pegasus
wh2_dlc09_unit_passive_unstable_sand	elo_dread_centurion_barded_horse
