key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/elo_liche_general									
liche_immortality	character_wound_time.png			9	false	false	false	0.0000	0
mount_barded_skeletal_steed_liche_vampires	mount_skeletal_steed_tmb.png	Long-dead destriers, awakened to serve their Unliving masters far beyond death.	Skeletal Steed	3	false	false	false	0.0000	0
mount_chariot_liche_vampires	mount_skeleton_chariot.png	The pride of Nehekharan armies, impacting enemy lines with bone-shattering force and grinding the corpses beneath their heavy wheels.	Skeleton Chariot	9	false	false	false	0.0000	0
mount_pegasus_liche_vampires	mount_hellsteed.png	The Pegasi were brought to Nehekhara from the Dread King's homelands. Now the reanimated bones still serve their Unliving masters.	Skeletal Pegasus	13	false	false	false	0.0000	0
mount_warsphinx_liche_vampires	mount_mammoth.png			17	false	false	false	0.0000	0
mount_barded_skeletal_steed_liche_death	mount_skeletal_steed_tmb.png	Long-dead destriers, awakened to serve their Unliving masters far beyond death.	Skeletal Steed	3	false	false	false	0.0000	0
mount_chariot_liche_death	mount_skeleton_chariot.png	The pride of Nehekharan armies, impacting enemy lines with bone-shattering force and grinding the corpses beneath their heavy wheels.	Skeleton Chariot	9	false	false	false	0.0000	0
mount_pegasus_liche_death	mount_hellsteed.png	The Pegasi were brought to Nehekhara from the Dread King's homelands. Now the reanimated bones still serve their Unliving masters.	Skeletal Pegasus	13	false	false	false	0.0000	0
mount_warsphinx_liche_death	mount_mammoth.png			17	false	false	false	0.0000	0
elo_liche_traitor_king	wh2_dlc09_usurian.png			0	false	false	false	0.0000	0
elo_liche_necromancer	character_magic.png			0	false	false	false	0.0000	0
elo_follower_nagash	causes_terror.png			0	false	false	false	0.0000	0
elo_liche_general_legion	character_unit_capacity.png			0	false	false	false	0.0000	0
elo_call_the_legions	wh_dlc04_spell_vamps_raise_dead_ghorst.png			0	false	false	false	0.0000	0
