effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/ovn_dread_king_only				
wh2_dlc09_dilemma_increase_cap_liche_priest_hero	dk_effect_agent_cap_increase_dread_corrupted_priest_dilemma_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
wh2_dlc09_payload_improved_agent_tmb_liche_priest	dk_effect_agent_action_cost_mod_dread_corrupted_priest_dummy	faction_to_character_own_unseen	-25.0000	start_turn_completed
wh2_dlc09_payload_improved_agent_tmb_liche_priest	dk_effect_agent_action_success_chance_dread_corrupted_priest_dummy	faction_to_character_own_unseen	5.0000	start_turn_completed
wh2_dlc09_dilemma_increase_cap_tomb_prince_hero	dk_effect_agent_cap_increase_elo_centurion_dilemma_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
wh2_dlc09_payload_improved_agent_tmb_tomb_prince	dk_effect_agent_action_cost_mod_elo_centurion_dummy	faction_to_character_own_unseen	-25.0000	start_turn_completed
wh2_dlc09_payload_improved_agent_tmb_tomb_prince	dk_effect_agent_action_success_chance_elo_centurion_dummy	faction_to_character_own_unseen	5.0000	start_turn_completed
wh2_dlc09_dilemma_increase_cap_necrotect_hero	dk_effect_agent_cap_increase_dread_hellwraith_dilemma_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
wh2_dlc09_payload_improved_agent_tmb_necrotect	dk_effect_agent_action_cost_mod_dread_hellwraith_dummy	faction_to_character_own_unseen	-25.0000	start_turn_completed
wh2_dlc09_payload_improved_agent_tmb_necrotect	dk_effect_agent_action_success_chance_dread_hellwraith_dummy	faction_to_character_own_unseen	5.0000	start_turn_completed
dread_ritual_crafting_tmb_hero_capacity_hellwraith	dk_effect_agent_cap_increase_dread_hellwraith_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
dread_ritual_crafting_tmb_hero_capacity_priest	dk_effect_agent_cap_increase_dread_corrupted_priest_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
dread_ritual_crafting_tmb_hero_capacity_hetairoi	dk_effect_agent_cap_increase_elo_centurion_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
wh2_dlc09_books_of_nagash_reward_5	unit_cap_ovn_dk_skeleton_guards_chariots	faction_to_faction_own_unseen	5.0000	start_turn_completed
wh2_dlc09_tomb_king_victory	unit_cap_ovn_dk_mon_skeleton_giant	faction_to_faction_own_unseen	2.0000	start_turn_completed
wh2_dlc09_tomb_king_victory	unit_cap_ovn_dk_mon_bone_hydra	faction_to_faction_own_unseen	2.0000	start_turn_completed
wh2_dlc09_tomb_king_victory	unit_cap_ovn_dk_mon_skeleton_elephant	faction_to_faction_own_unseen	2.0000	start_turn_completed
wh2_dlc09_disable_crafting	ovn_dread_king_disable_ritual_ephesian	faction_to_faction_own_unseen	1.0000	start_turn_completed
wh2_dlc09_disable_crafting	ovn_dread_king_disable_ritual_polybolos	faction_to_faction_own_unseen	1.0000	start_turn_completed
wh2_dlc09_disable_crafting	ovn_dread_king_disable_ritual_spartan	faction_to_faction_own_unseen	1.0000	start_turn_completed
wh2_dlc09_disable_crafting	ovn_dread_king_disable_ritual_thesos	faction_to_faction_own_unseen	1.0000	start_turn_completed
ovn_lord_trait_dread_king	wh3_main_effect_winds_of_magic_pool_cap	faction_to_army_own_unseen	10.0000	start_round_completed
ovn_lord_trait_dread_king	hidden_no_sepulchral_stalkers	faction_to_faction_own_unseen	-1.0000	start_round_completed
ovn_lord_trait_dread_king	rhox_dk_army_ability_enabler_hidden	faction_to_force_own_unseen	1.0000	start_round_completed
ovn_lord_trait_dread_king	wh3_main_effect_corruption_vampiric_characters	faction_to_province_own	1.0000	start_turn_completed
ovn_lord_trait_dread_king	wh2_dlc09_faction_political_diplomacy_mod_tomb_kings	faction_to_faction_own_unseen	-50.0000	start_round_completed
ovn_lord_trait_dread_king	wh3_main_faction_political_diplomacy_mod_vampiric_undead	faction_to_faction_own_unseen	60.0000	start_round_completed
wh2_dlc09_lord_trait_tmb_arkhan	ovn_diplo_bonus_with_dread_king	faction_to_faction_own_unseen	120.0000	start_round_completed
ovn_lord_trait_dread_king	ovn_diplo_bonus_with_arkhan	faction_to_faction_own_unseen	120.0000	start_round_completed
dread_ritual_tmb_awakening	wh2_dlc09_effect_army_ability_enable_tomb_swarm	faction_to_force_own	1.0000	start_turn_completed
dread_ritual_tmb_awakening	wh2_dlc09_pooled_resource_canopic_jars_rite	faction_to_faction_own_unseen	1.0000	start_turn_completed
dread_ritual_tmb_awakening	wh2_main_effect_building_construction_time_mod_all	faction_to_region_own_unseen	-25.0000	start_turn_completed
dread_ritual_tmb_awakening	wh_main_effect_province_growth_other	faction_to_province_own	30.0000	start_turn_completed
dread_ritual_tmb_legions	wh_main_effect_force_all_campaign_experience_base_all	faction_to_force_own_unseen	2.0000	start_turn_completed
dread_ritual_tmb_legions	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	3.0000	start_turn_completed
dread_ritual_tmb_legions	wh_main_faction_xp_increase_generals_hidden	faction_to_force_own_unseen	3.0000	start_turn_completed
dread_ritual_tmb_legions	wh_main_effect_unit_recruitment_points	faction_to_province_own_factionwide	1.0000	start_turn_completed
dread_ritual_tmb_legions	wh_dlc05_effect_building_global_recruitment_duration	faction_to_faction_own_unseen	-1.0000	start_turn_completed
dread_ritual_tmb_conquest	wh_main_effect_force_stat_ammunition	faction_to_force_own	35.0000	start_turn_completed
dread_ritual_tmb_conquest	wh_main_effect_force_stat_charge_bonus_pct_cavalry	faction_to_force_own_unseen	20.0000	start_turn_completed
dread_ritual_tmb_conquest	dread_effect_enable_unbreakable_hoplites	faction_to_force_own_unseen	1.0000	start_turn_completed
dread_ritual_tmb_necromancy	wh3_main_effect_corruption_vampiric_events	faction_to_province_own	4.0000	start_turn_completed
dread_ritual_tmb_necromancy	wh3_main_effect_corruption_vampiric_adjacent_provinces	faction_to_province_own	6.0000	start_turn_completed
dread_ritual_tmb_necromancy	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	15.0000	start_turn_completed
dread_ritual_tmb_necromancy	wh_main_effect_force_stat_vigour_loss_reduction	faction_to_force_own	-10.0000	start_turn_completed
ovn_lord_trait_dread_king	enable_recruitment_elo_centurion	faction_to_province_own_unseen	1.0000	start_turn_completed
ovn_lord_trait_dread_king	enable_recruitment_dread_corrupted_priest_hidden	faction_to_province_own_unseen	1.0000	start_turn_completed
ovn_lord_trait_dread_king	enable_recruitment_dread_hellwraith	faction_to_province_own_unseen	1.0000	start_turn_completed
wh3_main_corruption_vampiric_1-10_ovn_dread_king	wh_main_effect_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	2.0000	start_turn_completed
wh3_main_corruption_vampiric_1-10_ovn_dread_king	wh3_main_effect_public_order_corruption_vampiric	province_to_province_own	1.0000	start_turn_completed
wh3_main_corruption_vampiric_11-20_ovn_dread_king	wh_main_effect_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	3.0000	start_turn_completed
wh3_main_corruption_vampiric_11-20_ovn_dread_king	wh3_main_effect_public_order_corruption_vampiric	province_to_province_own	2.0000	start_turn_completed
wh3_main_corruption_vampiric_21-30_ovn_dread_king	wh_main_effect_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	4.0000	start_turn_completed
wh3_main_corruption_vampiric_21-30_ovn_dread_king	wh3_main_effect_public_order_corruption_vampiric	province_to_province_own	3.0000	start_turn_completed
wh3_main_corruption_vampiric_31-40_ovn_dread_king	wh3_main_effect_public_order_corruption_vampiric	province_to_province_own	4.0000	start_turn_completed
wh3_main_corruption_vampiric_31-40_ovn_dread_king	wh_main_effect_region_enable_vampire_territory_attrition	province_to_region_own_unseen	1.0000	start_turn_completed
wh3_main_corruption_vampiric_41-50_ovn_dread_king	wh_main_effect_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	6.0000	start_turn_completed
wh3_main_corruption_vampiric_41-50_ovn_dread_king	wh3_main_effect_public_order_corruption_vampiric	province_to_province_own	5.0000	start_turn_completed
wh3_main_corruption_vampiric_41-50_ovn_dread_king	wh_main_effect_region_enable_vampire_territory_attrition	province_to_region_own_unseen	1.0000	start_turn_completed
wh3_main_corruption_vampiric_51-60_ovn_dread_king	wh3_main_effect_corruption_vampiric_high_reduction_scripted	province_to_region_own_unseen	-1.0000	start_turn_completed
wh3_main_corruption_vampiric_51-60_ovn_dread_king	wh_main_effect_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	8.0000	start_turn_completed
wh3_main_corruption_vampiric_51-60_ovn_dread_king	wh3_main_effect_public_order_corruption_vampiric	province_to_province_own	6.0000	start_turn_completed
wh3_main_corruption_vampiric_51-60_ovn_dread_king	wh_main_effect_region_enable_vampire_territory_attrition	province_to_region_own_unseen	1.0000	start_turn_completed
wh3_main_corruption_vampiric_61-70_ovn_dread_king	wh3_main_effect_corruption_vampiric_high_reduction_scripted	province_to_region_own_unseen	-2.0000	start_turn_completed
wh3_main_corruption_vampiric_61-70_ovn_dread_king	wh_main_effect_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	10.0000	start_turn_completed
wh3_main_corruption_vampiric_61-70_ovn_dread_king	wh3_main_effect_public_order_corruption_vampiric	province_to_province_own	7.0000	start_turn_completed
wh3_main_corruption_vampiric_61-70_ovn_dread_king	wh_main_effect_region_enable_vampire_territory_attrition	province_to_region_own_unseen	1.0000	start_turn_completed
wh3_main_corruption_vampiric_61-70_ovn_dread_king	wh_dlc05_effect_building_global_recruitment_duration	province_to_force_own_provincewide	-1.0000	start_turn_completed
wh3_main_corruption_vampiric_71-80_ovn_dread_king	wh3_main_effect_corruption_vampiric_high_reduction_scripted	province_to_region_own_unseen	-3.0000	start_turn_completed
wh3_main_corruption_vampiric_71-80_ovn_dread_king	wh_main_effect_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	12.0000	start_turn_completed
wh3_main_corruption_vampiric_71-80_ovn_dread_king	wh3_main_effect_public_order_corruption_vampiric	province_to_province_own	8.0000	start_turn_completed
wh3_main_corruption_vampiric_71-80_ovn_dread_king	wh_main_effect_region_enable_vampire_territory_attrition	province_to_region_own_unseen	1.0000	start_turn_completed
wh3_main_corruption_vampiric_81-90_ovn_dread_king	wh_dlc05_effect_building_global_recruitment_duration	province_to_force_own_provincewide	-1.0000	start_turn_completed
wh3_main_corruption_vampiric_81-90_ovn_dread_king	wh3_main_effect_corruption_vampiric_high_reduction_scripted	province_to_region_own_unseen	-4.0000	start_turn_completed
wh3_main_corruption_vampiric_81-90_ovn_dread_king	wh_main_effect_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	14.0000	start_turn_completed
wh3_main_corruption_vampiric_81-90_ovn_dread_king	wh3_main_effect_public_order_corruption_vampiric	province_to_province_own	9.0000	start_turn_completed
wh3_main_corruption_vampiric_81-90_ovn_dread_king	wh_main_effect_region_enable_vampire_territory_attrition	province_to_region_own_unseen	1.0000	start_turn_completed
wh3_main_corruption_vampiric_91-100_ovn_dread_king	wh_dlc05_effect_building_global_recruitment_duration	province_to_force_own_provincewide	-2.0000	start_turn_completed
wh3_main_corruption_vampiric_91-100_ovn_dread_king	wh3_main_effect_corruption_vampiric_high_reduction_scripted	province_to_region_own_unseen	-5.0000	start_turn_completed
wh3_main_corruption_vampiric_91-100_ovn_dread_king	wh_main_effect_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	15.0000	start_turn_completed
wh3_main_corruption_vampiric_91-100_ovn_dread_king	wh3_main_effect_public_order_corruption_vampiric	province_to_province_own	10.0000	start_turn_completed
wh3_main_corruption_vampiric_91-100_ovn_dread_king	wh_main_effect_region_enable_vampire_territory_attrition	province_to_region_own_unseen	1.0000	start_turn_completed
dread_edict_tmb_worship_of_asaph	wh3_main_effect_corruption_vampiric_commandment	province_to_province_own	2.0000	start_turn_completed
dread_edict_tmb_worship_of_asaph	wh_main_effect_public_order_edict	province_to_province_own	5.0000	start_turn_completed
dread_edict_tmb_worship_of_djaf	wh_main_effect_force_all_campaign_experience_base_all	province_to_force_own_provincewide	1.0000	start_turn_completed
dread_edict_tmb_worship_of_djaf	wh_main_effect_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	20.0000	start_turn_completed
dread_edict_tmb_worship_of_khsar	wh_main_effect_force_army_campaign_ambush_attack_success_chance	province_to_force_own_provincewide	15.0000	start_turn_completed
dread_edict_tmb_worship_of_khsar	wh_main_effect_force_stat_melee_defence	province_to_force_own_provincewide	5.0000	start_turn_completed
dread_edict_tmb_worship_of_phakth	wh_main_effect_building_construction_cost_mod	province_to_region_own_unseen	-10.0000	start_turn_completed
dread_edict_tmb_worship_of_phakth	wh_main_effect_economy_gdp_mod_all	province_to_region_own_unseen	5.0000	start_turn_completed
dread_edict_tmb_worship_of_ptra	wh2_dlc09_effect_force_own_campaign_movement_range_province	province_to_force_own_provincewide_unseen	10.0000	start_turn_completed
dread_edict_tmb_worship_of_ptra	wh_main_effect_province_growth_commandment	province_to_province_own	25.0000	start_turn_completed
ovn_vc_dk_aon	unit_cap_ovn_dk_mon_skeleton_elephant	faction_to_faction_own	1.0000	start_turn_completed
ovn_vc_dk_aon	unit_cap_ovn_dk_mon_skeleton_giant	faction_to_faction_own	1.0000	start_turn_completed
ovn_vc_dk_do	wh_main_effect_force_stat_leadership_enemy_unit	faction_to_force_enemy	-5.0000	start_turn_completed
ovn_vc_dk_do	dread_legion_all_phyres	faction_to_force_own	5.0000	start_turn_completed
