key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_ui_override	ai_usage_template_group	audio_vo_actor_override	mom_vortex_key
#unit_special_abilities_tables;74;db/unit_special_abilities_tables/ovn_dread_king_only																																																																						
elo_liche_call_the_legions	1.0000	0.0000	1	0.0000	false	1	0	false	0.0000		true	false	true	50.0000	false	false	3.0000	false	7878042		ovn_dk_inf_tomb_guardian_great_weapons_summoned		0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000		assault_opportunity	wh_main_spell_vampires_raise_dead	vampires_medium	vo_battle_special_ability_raise_dead	100.0000	0.0000			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true	Vampires				
Dread_Aura	-1.0000	-1.0000	-1	35.0000	false	0	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878205				0.0000	0.0000	wh_abilities_generic_debuff					0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	3	false	1.0000		true					
spawn_ushabti_dread_king	1.0000	0.0000	1	0.0000	false	1	0	false	0.0000		true	false	true	50.0000	false	false	3.0000	false	7878204		ovn_dk_mon_skeletal_minotaurs_summon		0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn	wh2_dlc09_ushabti_summon			0.0000		assault_opportunity	wh_main_spell_vampires_raise_dead_upgraded	vampires_medium	vo_battle_special_ability_raise_dead	100.0000	100.0000			wh_main_targeting_pre_aa_spawn_group_ui_central	false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true	Vampires				
elo_hand_terror_past	-1.0000	-1.0000	-1	35.0000	false	0	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878044				0.0000	0.0000	wh_abilities_generic_debuff					0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	3	false	1.0000		true					
elo_hand_punished_one	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878047				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	75.0000	75.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
elo_hungering_blade	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878048				0.0000	0.0000	wh_abilities_generic_buff_wom_no_ring					0.0000					vo_battle_special_ability_spell_cast_negative	100.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					
elo_hand_judge_executioner	35.0000	90.0000	3	0.0000	false	0	1	false	0.0000		false	true	false	75.0000	false	false	0.0000	false	7878045				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000		hex_melee	wh_group_lord_ability		vo_battle_special_ability_spell_cast_negative	75.0000	75.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	1	false	1.0000		true					
elo_hand_vortex	3.0000	90.0000	3	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	7878046				0.0000	0.0000	wh_abilities_generic_explosion	wh_abilities_generic_explosion			elo_hand_vortex	0.0000		aoe_centred_on_self	wh_group_character		vo_battle_special_ability_generic_response	150.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	2	false	1.0000		true					
larenscheld_ghost_on_death	-1.0000	-1.0000	1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878051		elo_dread_larenscheld_wright		0.0000	0.0000	wh_abilities_generic_buff_no_ring		wh2_dlc09_abilities_the_liber_mortis			0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000		unit_position		false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
larenscheld_ghost_on_death_upgraded	0.0000	0.0000	-1	0.0000	true	1	0	false	0.0000		false	false	false	0.0000	false	false	3.0000	false	7878053		elo_dread_larenscheld_wright_perfect	cast_up_short	0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000		tzarkan	wh_group_lord_ability		vo_battle_special_ability_generic_response	0.0000	0.0000			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false				false	false	true	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
larenscheld_change_at_will	0.0000	0.0000	-1	0.0000	true	1	0	false	0.0000		false	false	false	0.0000	false	false	3.0000	false	7878054		elo_dread_larenscheld_wright_perfect	cast_up_short	0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000		tzarkan	wh_group_lord_ability		vo_battle_special_ability_generic_response	0.0000	0.0000			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false				false	false	true	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
larenscheld_bombardment	9.0000	120.0000	2	0.0000	false	0	0	false	0.0000		false	true	true	200.0000	false	false	0.0000	false	7878052	larenscheld_bombardment			0.0000	0.0000	wh_spell_generic_bombardment	wh_spell_generic_bombardment	wh_spell_generic_bombardment_active			0.0000		aoe_bombardment	wh_main_spell_vampires_gaze_of_nagash_upgraded	vampires_medium	vo_battle_special_ability_spell_cast_negative	0.0000	237.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	1	false	1.0000		true	Vampires				
elo_necromantic_anchor	-1.0000	-1.0000	-1	35.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878207				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
elo_liche_land_of_nagash	18.0000	90.0000	-1	35.0000	true	-1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	7878041				0.0000	0.0000	wh_abilities_generic_buff					0.0000		augment_melee_area	wh_group_lord_ability		vo_battle_special_ability_generic_response	100.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
