group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;1;db/cdir_military_generator_unit_qualities_tables/ovn_dread_king_only		
wh3_default_land_characters	Dread_King	10
wh3_default_land_characters	Dread_King_barded_steed	10
wh3_default_land_characters	Dread_King_pegasus	10
wh3_default_land_characters	Dread_King_zombie_dragon	10
wh3_default_land_characters	elo_hand_of_nagash	10
wh3_default_land_characters	elo_hand_of_nagash_barded_steed	10
wh3_default_land_characters	elo_hand_of_nagash_chariot	10
wh3_default_land_characters	elo_dread_larenscheld	10
wh3_default_land_characters	elo_dread_larenscheld_wright	10
wh3_default_land_characters	elo_dread_larenscheld_wright_perfect	10
wh3_default_land_characters	elo_liche_general_vampires	10
wh3_default_land_characters	elo_liche_general_vampires_barded_steed	10
wh3_default_land_characters	elo_liche_general_vampires_chariot	10
wh3_default_land_characters	elo_liche_general_vampires_elephant	10
wh3_default_land_characters	elo_liche_general_vampires_pegasus	10
wh3_default_land_characters	elo_liche_general_death	10
wh3_default_land_characters	elo_liche_general_death_barded_steed	10
wh3_default_land_characters	elo_liche_general_death_chariot	10
wh3_default_land_characters	elo_liche_general_death_elephant	10
wh3_default_land_characters	elo_liche_general_death_pegasus	10
wh3_default_land_characters	elo_dread_centurion	10
wh3_default_land_characters	elo_dread_centurion_barded_horse	10
wh3_default_land_characters	elo_dread_centurion_chariot	10
wh3_default_land_characters	elo_dread_centurion_pegasus	10
wh3_default_land_characters	dread_corrupted_priest_death	10
wh3_default_land_characters	dread_corrupted_priest_death_barded_steed	10
wh3_default_land_characters	dread_corrupted_priest_shadow	10
wh3_default_land_characters	dread_corrupted_priest_shadow_barded_steed	10
wh3_default_land_characters	dread_corrupted_priest_vampires	10
wh3_default_land_characters	dread_corrupted_priest_vampires_barded_steed	10
wh3_default_land_characters	dread_hellwraith	10
wh3_default_land_ranged_infantry_main_light_skirmisher	ovn_dk_inf_skeleton_javelinmen	2
wh3_default_land_melee_infantry_main_frontline_spears_high_quality	ovn_dk_inf_skeleton_hoplites	12
wh3_default_land_melee_infantry_main_frontline_spears_high_quality	ovn_dk_inf_skeleton_pikemen	14
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	ovn_dk_inf_mummies	10
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	ovn_dk_inf_tomb_guardian	16
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	ovn_dk_inf_tomb_guardian_great_weapons	16
wh3_default_land_ranged_infantry_main_light_skirmisher	ovn_dk_inf_tomb_guardian_peltasts	10
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	ovn_dk_inf_tomb_guardian_summoned	16
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	ovn_dk_inf_tomb_guardian_great_weapons_summoned	16
wh3_default_land_melee_cavalry_main_mounted_medium	ovn_dk_cav_royal_guard_cavalry	10
wh3_default_land_melee_cavalry_main_mounted_medium	ovn_dk_cav_royal_guard_lancers	12
wh3_default_land_melee_cavalry_main_chariots	ovn_dk_veh_skeleton_chariot	6
wh3_default_land_ranged_cavalry_chariots	ovn_dk_veh_skeleton_archer_chariot	8
wh3_default_land_monsters_heavy	ovn_dk_mon_skeleton_elephant	30
wh3_default_land_monsters_heavy	ovn_dk_mon_skeleton_giant	25
wh3_default_land_artillery_long_range	ovn_dk_art_screaming_skull_ballista	6
wh3_default_land_artillery_long_range	ovn_dk_art_bone_throwers	4
wh3_default_land_melee_cavalry_light	ovn_dk_cav_skeleton_horsemen_0	2
wh3_default_land_ranged_cavalry_mounted	ovn_dk_cav_skeleton_horsemen_archers_0	2
wh3_default_land_ranged_infantry_main_light_backline	ovn_dk_inf_brigands_ror	5
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	ovn_dk_inf_wights_ror	15
wh3_default_land_melee_infantry_main_frontline_spears_high_quality	ovn_dk_inf_catacomb_guardians_ror	18
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	ovn_dk_inf_mummies_ror	11
wh3_default_land_melee_cavalry_main_mounted_heavy	ovn_dk_cav_black_grail_knights_ror	20
wh3_default_land_monsters_heavy	ovn_dk_mon_skeleton_elephant_ror	38
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	ovn_dk_inf_spartan_ror	17
wh3_default_land_melee_infantry_main_frontline_spears_high_quality	ovn_dk_inf_thessos_ror	17
wh3_default_land_melee_cavalry_main_mounted_medium	ovn_dk_cav_ephalian_ror	8
wh3_default_land_artillery_long_range	ovn_dk_art_polybolos_ror	7
wh3_default_land_monsters_heavy	ovn_dk_mon_bone_hydra	14
wh3_default_land_monsters_flanking_strong	ovn_dk_mon_skeletal_minotaurs	15
wh3_default_land_ranged_infantry_main_light_skirmisher	ovn_dk_inf_skeleton_javelinmen_no_caps	2
wh3_default_land_melee_infantry_main_frontline_spears_high_quality	ovn_dk_inf_skeleton_hoplites_no_caps	12
wh3_default_land_melee_infantry_main_frontline_spears_high_quality	ovn_dk_inf_skeleton_pikemen_no_caps	14
wh3_default_land_monsters_heavy	ovn_dk_mon_skeleton_elephant_no_caps	30
wh3_default_land_monsters_heavy	ovn_dk_mon_skeleton_giant_no_caps	25
wh3_default_land_melee_cavalry_light	ovn_dk_cav_skeleton_horsemen_no_caps	2
wh3_default_land_ranged_cavalry_mounted	ovn_dk_cav_skeleton_horsemen_archers_no_caps	2
wh3_default_land_ranged_infantry_main_light_backline	wh2_dlc09_tmb_inf_skeleton_archers_no_caps	2
wh3_default_land_monsters_heavy	ovn_dk_mon_bone_hydra_no_caps	14
wh3_default_land_monsters_flanking_strong	ovn_dk_mon_skeletal_minotaurs_no_caps	15
wh3_default_land_characters	dread_cha_possessed_hero_shadows	10
wh3_default_land_characters	dread_cha_possessed_hero_beasts	10
wh3_default_land_monsters_flanking_strong	dread_mon_ushabti_0	9
wh3_default_land_ranged_infantry_main_heavy	dread_mon_ushabti_1	10
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	dread_inf_tomb_guard_0	6
wh3_default_land_melee_infantry_main_frontline_spears_high_quality	dread_inf_tomb_guard_1	7
wh3_default_land_monsters_heavy	nagash_ovn_dk_mon_skeleton_elephant	30
