attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/ovn_dread_king_only	
desert	Dread_King
desert	Dread_King_zombie_dragon
desert	elo_hand_of_nagash
desert	elo_hand_of_nagash_chariot
desert	elo_dread_larenscheld
desert	elo_dread_larenscheld_wright
desert	elo_dread_larenscheld_wright_perfect
desert	elo_dread_centurion
desert	elo_dread_centurion_barded_horse
desert	elo_dread_centurion_chariot
desert	ovn_dk_inf_skeleton_javelinmen
desert	ovn_dk_inf_skeleton_hoplites
desert	ovn_dk_inf_skeleton_pikemen
desert	ovn_dk_inf_mummies
desert	ovn_dk_inf_tomb_guardian
desert	ovn_dk_inf_tomb_guardian_great_weapons
desert	ovn_dk_inf_tomb_guardian_peltasts
desert	ovn_dk_inf_tomb_guardian_summoned
desert	ovn_dk_inf_tomb_guardian_great_weapons_summoned
desert	ovn_dk_cav_royal_guard_cavalry
desert	ovn_dk_cav_royal_guard_lancers
desert	ovn_dk_veh_skeleton_chariot
desert	ovn_dk_veh_skeleton_archer_chariot
desert	ovn_dk_mon_skeleton_elephant
desert	ovn_dk_mon_skeleton_giant
non_vampire_territory	Dread_King
non_vampire_territory	Dread_King_zombie_dragon
non_vampire_territory	elo_hand_of_nagash
non_vampire_territory	elo_hand_of_nagash_chariot
non_vampire_territory	elo_dread_larenscheld
non_vampire_territory	elo_dread_larenscheld_wright
non_vampire_territory	elo_dread_larenscheld_wright_perfect
non_vampire_territory	elo_dread_centurion
non_vampire_territory	elo_dread_centurion_barded_horse
non_vampire_territory	elo_dread_centurion_chariot
non_vampire_territory	ovn_dk_inf_skeleton_javelinmen
non_vampire_territory	ovn_dk_inf_skeleton_hoplites
non_vampire_territory	ovn_dk_inf_skeleton_pikemen
non_vampire_territory	ovn_dk_inf_mummies
non_vampire_territory	ovn_dk_inf_tomb_guardian
non_vampire_territory	ovn_dk_inf_tomb_guardian_great_weapons
non_vampire_territory	ovn_dk_inf_tomb_guardian_peltasts
non_vampire_territory	ovn_dk_inf_tomb_guardian_summoned
non_vampire_territory	ovn_dk_inf_tomb_guardian_great_weapons_summoned
non_vampire_territory	ovn_dk_cav_royal_guard_cavalry
non_vampire_territory	ovn_dk_cav_royal_guard_lancers
non_vampire_territory	ovn_dk_veh_skeleton_chariot
non_vampire_territory	ovn_dk_veh_skeleton_archer_chariot
non_vampire_territory	ovn_dk_mon_skeleton_elephant
non_vampire_territory	ovn_dk_mon_skeleton_giant
vampire_territory	Dread_King
vampire_territory	Dread_King_zombie_dragon
vampire_territory	elo_hand_of_nagash
vampire_territory	elo_hand_of_nagash_chariot
vampire_territory	elo_dread_larenscheld
vampire_territory	elo_dread_larenscheld_wright
