key	building_level	position_index	icon_name	mp_available_early	mp_available_late	info_pic	unique_index	is_civil	is_engineering	is_military	is_hidden
#technologies_tables;7;db/technologies_tables/!!!ovn_dread_king											
dread_king_tech_1_legion	wh_main_chs_port_ruin	1	tech_dlc09_herald_djaf	false	false		444550	false	false	true	false
dread_king_tech_2_legion	wh_main_chs_port_ruin	1	tech_dlc09_herald_zandri	false	false		444551	false	false	true	false
dread_king_tech_3_legion	wh_main_chs_port_ruin	1	tech_dlc09_herald_sphinx	false	false		444552	false	false	true	false
dread_king_tech_4_legion	wh_main_chs_port_ruin	1	tech_dlc09_herald_scorpion	false	false		444553	false	false	true	false
dread_king_tech_5_legion	wh_main_chs_port_ruin	1	tech_dlc09_herald_raestra	false	false		444554	false	false	true	false
dread_king_tech_6_legion	wh_main_chs_port_ruin	1	tech_dlc09_herald_khemri	false	false		444555	false	false	true	false
dread_king_tech_hand	wh_main_chs_port_ruin	1	tech_cst_rotten_gift	false	false		444632	false	false	true	false
dread_king_tech_7	wh_main_chs_port_ruin	1	wh_main_vmp_soulbinder	false	false		444556	false	false	true	false
dread_king_tech_8	wh_main_chs_port_ruin	1	tech_dlc09_rapid_resurrection	false	false		444557	false	false	true	false
dread_king_tech_9	wh_main_chs_port_ruin	1	wh3_main_tech_ksl_pro_string_wax	false	false		444558	false	false	true	false
dread_king_tech_10	wh_main_chs_port_ruin	1	wh2_hef_tech_chariot_anthems	false	false		444559	false	false	true	false
dread_king_tech_11	wh_main_chs_port_ruin	1	tech_dlc09_nomad_stock	false	false		444560	false	false	true	false
dread_king_tech_12	wh_main_chs_port_ruin	1	wh_main_vmp_master_of_the_putrid_horde	false	false		444561	false	false	true	false
dread_king_tech_13	wh_main_chs_port_ruin	1	wh_main_vmp_blood_hunts	false	false		444562	false	false	true	false
dread_king_tech_14	wh_main_chs_port_ruin	1	wh_main_vmp_unearth_cursed_wightblades	false	false		444563	false	false	true	false
dread_king_tech_15	wh_main_chs_port_ruin	1	tech_dlc09_hero_cap_liche_priest	false	false		444564	false	false	true	false
dread_king_tech_16	wh_main_chs_port_ruin	1	tech_dlc09_bone_edifice	false	false		444565	false	false	true	false
dread_king_tech_17	wh_main_chs_port_ruin	1	tech_dlc09_lord	false	false		444566	false	false	true	false
dread_king_tech_18	wh_main_chs_port_ruin	1	wh_main_vmp_risen_standard_bearers	false	false		444567	false	false	true	false
dread_king_tech_19	wh_main_chs_port_ruin	1	tech_dlc09_the_lost_gold_of_alkharad	false	false		444568	false	false	true	false
dread_king_tech_20	wh_main_chs_port_ruin	1	tech_dlc09_lord	false	false		444569	false	false	true	false
dread_king_tech_21	wh_main_chs_port_ruin	1	wh_dlc05_wood_elves_the_rephallim	false	false		444570	false	false	true	false
dread_king_tech_22	wh_main_chs_port_ruin	1	wh2_dlc13_emp_blinkers	false	false		444571	false	false	true	false
dread_king_tech_23	wh_main_chs_port_ruin	1	tech_dlc09_proclamation_of_the_second_dynasty1	false	false		444572	false	false	true	false
dread_king_tech_24	wh_main_chs_port_ruin	1	wh_main_vmp_bones	false	false		444573	false	false	true	false
dread_king_tech_25	wh_main_chs_port_ruin	1	wh_main_vmp_unliving_siege_engines	false	false		444574	false	false	true	false
dread_king_tech_26	wh_main_chs_port_ruin	1	wh2_def_tech_under_the_yoke	false	false		444575	false	false	true	false
dread_king_tech_27	wh_main_chs_port_ruin	1	tech_cst_piracy_01	false	false		444576	false	false	true	false
dread_king_tech_28	wh_main_chs_port_ruin	1	wh_main_vmp_blood	false	false		444577	false	false	true	false
dread_king_tech_29	wh_main_chs_port_ruin	1	wh_main_vmp_spirit_shackles	false	false		444578	false	false	true	false
dread_king_tech_30	wh_main_chs_port_ruin	1	tech_dlc09_hero_cap_liche_priest	false	false		444579	false	false	true	false
dread_king_tech_31	wh_main_chs_port_ruin	1	wh_main_vmp_risen_standard_bearers	false	false		444580	false	false	true	false
dread_king_tech_32	wh_main_chs_port_ruin	1	wh_main_vmp_spirit_shackles	false	false		444581	false	false	true	false
dread_king_tech_33	wh_main_chs_port_ruin	1	tech_dlc09_hero_cap_liche_priest	false	false		444582	false	false	true	false
dread_king_tech_34	wh_main_chs_port_ruin	1	wh_main_vmp_spirit_shackles	false	false		444583	false	false	true	false
dread_king_tech_35	wh_main_chs_port_ruin	1	wh_main_vmp_risen_standard_bearers	false	false		444584	false	false	true	false
dread_king_tech_36	wh_main_chs_port_ruin	1	tech_dlc09_hero_cap_liche_priest	false	false		444585	false	false	true	false
dread_king_tech_37	wh_main_chs_port_ruin	1	wh_main_vmp_spirit_shackles	false	false		444586	false	false	true	false
dread_king_tech_38	wh_main_chs_port_ruin	1	wh_main_vmp_risen_standard_bearers	false	false		444587	false	false	true	false
dread_king_tech_39	wh_main_chs_port_ruin	1	wh_main_vmp_distribute_grave_gifts	false	false		444588	false	false	true	false
dread_king_tech_40	wh_main_chs_port_ruin	1	wh3_main_tech_ksl_pro_saddle_hides	false	false		444589	false	false	true	false
dread_king_tech_41	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_other_spears	false	false		444590	false	false	true	false
dread_king_tech_42	wh_main_chs_port_ruin	1	wh_main_vmp_baleful_rituals	false	false		444591	false	false	true	false
