key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/dread_king									
dread_king_mentor		wh3_main_skill_all_mentor_lord		0	11		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_misc_0		wh2_dlc09_skill_tmb_tomb_king_returned_in_madness		0	5		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_misc_1		wh2_dlc09_skill_tmb_tomb_king_ancient_tyrant		0	6		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_misc_2		wh2_dlc09_skill_tmb_tomb_king_embalmed_in_elixir		0	7		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_misc_3		wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages		0	8		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_misc_4		wh_main_skill_vmp_lord_unique_loremaster_lore_of_vampires		0	9		0	0	true
dread_kings_unique_weapon_01		Soulreaper		0	0		0	0	true
dread_kings_unique_weapon_02		dread_black_jewel		0	1		0	0	true
dread_kings_unique_mount_01		dread_skeletal_steed		0	2		0	0	true
dread_kings_unique_mount_02		dread_pegasus		0	3		0	0	true
dread_kings_unique_mount_03		dread_zombie_dragon		0	4		0	0	true
dread_kings_unique_skills_01		Mighty_Warrior_tmb		1	1		0	0	true
dread_kings_unique_skills_02		Ancient_Necromancer		1	2		0	1	true
dread_kings_unique_skills_03		Lord_Of_The_Undead_tmb		1	3		0	1	true
dread_kings_unique_skills_04		Dark_Lord_Of_Nagash		1	4		0	1	true
dread_kings_unique_skills_05		Great_Summoner		1	5		0	1	true
dread_kings_unique_skills_06		Dread_Aura		1	6		0	4	true
wh2_dlc09_skill_tmb_tomb_king_dread_personal_0		wh2_dlc09_skill_tmb_personal_base		2	0		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_personal_1		wh2_dlc09_skill_tmb_personal_conqueror		2	1		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_personal_10		wh2_dlc09_skill_tmb_personal_10_arkhan		2	10		0	4	true
wh2_dlc09_skill_tmb_tomb_king_dread_personal_2		wh2_dlc11_skill_all_lord_self_blade_master		2	2		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_personal_3		wh2_dlc11_skill_all_lord_self_hard_to_hit		2	3		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_personal_4		wh2_dlc11_skill_all_lord_self_self_indomitable		2	4		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_personal_5		wh2_dlc09_skill_tmb_personal_5		2	5		0	4	true
wh2_dlc09_skill_tmb_tomb_king_dread_personal_6		wh2_dlc11_skill_all_lord_self_wound-maker		2	6		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_personal_7		wh2_dlc11_skill_all_lord_self_full_plate_armour		2	7		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_personal_8		wh2_dlc11_skill_all_lord_self_devastating_charge		2	8		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_personal_9		wh2_dlc09_skill_tmb_personal_9		2	9		0	0	true
wh_dlc03_skill_node_tmb_dread_king_death_magic_01		wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek		3	0		0	0	true
wh_dlc03_skill_node_tmb_dread_king_death_magic_02		wh_main_skill_vmp_magic_vampires_03_the_curse_of_undeath		3	1		0	0	true
wh_dlc03_skill_node_tmb_dread_king_death_magic_03		wh2_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre_lord		3	2		0	0	true
wh_dlc03_skill_node_tmb_dread_king_death_magic_04		wh2_main_skill_vmp_magic_vampires_04_gaze_of_nagash_lord		3	3		0	0	true
wh_dlc03_skill_node_tmb_dread_king_death_magic_05		wh2_main_skill_vmp_magic_vampires_05_raise_dead_lord		3	4		0	0	true
wh_dlc03_skill_node_tmb_dread_king_death_magic_06		wh_main_skill_all_magic_all_06_evasion		3	5		0	4	true
wh_dlc03_skill_node_tmb_dread_king_death_magic_07		wh_main_skill_all_magic_all_07_earthing		3	8		0	0	true
wh_dlc03_skill_node_tmb_dread_king_death_magic_08		wh_main_skill_all_magic_all_08_power_drain		3	9		0	0	true
wh_dlc03_skill_node_tmb_dread_king_death_magic_09		wh2_main_skill_vmp_magic_vampires_09_curse_of_years_lord		3	6		0	0	true
wh_dlc03_skill_node_tmb_dread_king_death_magic_10		wh2_main_skill_vmp_magic_vampires_10_wind_of_death_lord		3	7		0	0	true
wh_dlc03_skill_node_tmb_dread_king_death_magic_11		wh2_dlc14_skilll_all_magic_all_greater_arcane_conduit		3	10		0	4	true
wh_dlc03_skill_node_tmb_dread_king_death_magic_dummy		wh2_main_skill_vmp_magic_vampires_dummy_invocation_of_nehek_danse_macabre		3	11		1	0	false
wh2_dlc09_skill_tmb_tomb_king_dread_army_0		wh2_dlc09_skill_tmb_lord_army_base		4	0		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_army_1		dread_army_buff_basic_archers		4	1		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_army_10		dread_army_buff_vet_infantry		4	10		0	0	true
wh2_dlc09_skill_tmb_tomb_king_dread_army_11		dread_army_buff_vet_monsters		4	11		0	0	true
