key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/dread_priest_death									
dread_priest_death_mentor		wh3_main_skill_all_mentor_hero		0	12		0	0	true
dread_priest_death_innate_5		wh2_main_skill_innate_all_knowledgeable		0	17		0	0	false
dread_priest_death_misc_0		wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages		0	1		0	0	true
dread_priest_death_misc_2		wh2_dlc09_skill_tmb_tomb_king_trapped_soul		0	2		0	0	true
dread_priest_death_misc_3		wh2_dlc09_skill_tmb_tomb_king_elixir_of_immortality		0	3		0	0	true
dread_priest_death_mount_0		dread_skeletal_steed_priest_death		0	0		0	0	true
dread_priest_death_unique_0		wh2_dlc09_skill_tmb_liche_priest_incantation_of_preservation		1	0		0	0	true
dread_priest_death_unique_1		wh2_dlc09_skill_tmb_liche_priest_keeper_of_lore		1	1		0	0	true
dread_priest_death_unique_2		wh2_dlc09_skill_tmb_liche_priest_cultist_of_mortuary		1	2		0	0	true
dread_priest_death_magic_01		wh_main_skill_all_magic_death_01_spirit_leech		2	0		0	0	true
dread_priest_death_magic_02		wh_main_skill_all_magic_death_03_life_leeching		2	1		0	0	true
dread_priest_death_magic_03		wh_main_skill_all_magic_death_02_aspect_of_the_dreadknight		2	2		0	0	true
dread_priest_death_magic_04		wh_main_skill_all_magic_death_04_soulblight		2	3		0	0	true
dread_priest_death_magic_05		wh_main_skill_all_magic_death_05_doom_and_darkness		2	4		0	0	true
dread_priest_death_magic_06		wh_main_skill_all_magic_all_06_evasion		2	5		0	4	true
dread_priest_death_magic_07		wh_main_skill_all_magic_all_07_earthing		2	8		0	0	true
dread_priest_death_magic_08		wh_main_skill_all_magic_all_08_power_drain		2	9		0	0	true
dread_priest_death_magic_09		wh_main_skill_all_magic_death_09_the_fate_of_bjuna		2	6		0	0	true
dread_priest_death_magic_10		wh_main_skill_all_magic_death_10_the_purple_sun_of_xereus		2	7		0	0	true
dread_priest_death_magic_11		wh_main_skill_all_magic_all_11_arcane_conduit		2	10		0	4	true
dread_priest_death_magic_dummy		wh_main_skill_all_magic_death_dummy_spirit_leech		2	11		1	0	false
dread_priest_death_campaign_01		wh2_main_skill_all_hero_assist_army_replenish_troops		5	0		0	0	true
dread_priest_death_campaign_02		wh2_main_skill_all_hero_passive_spread_corruption_vmp		5	1		0	0	true
dread_priest_death_campaign_03		wh2_main_skill_all_hero_hinder_settlement_damage_building		5	2		0	0	true
dread_priest_death_campaign_04		wh2_main_skill_all_hero_hinder_agent_wound		5	3		0	0	true
dread_priest_death_campaign_05		wh2_main_skill_all_hero_hinder_army_hinder_replenishment		5	4		0	0	true
dread_priest_death_campaign_06		wh2_main_skill_all_hero_reduce_action_cost		5	5		0	0	true
dread_priest_death_campaign_07		wh2_dlc09_skill_tmb_campaign_4		5	6		0	0	true
dread_priest_death_innate_0		wh2_main_skill_innate_all_aggressive		6	0		0	0	false
dread_priest_death_innate_1		wh2_main_skill_innate_all_fleet_footed		6	1		0	0	false
dread_priest_death_innate_11		wh2_dlc09_skill_innate_tmb_treacherous		6	11		0	0	false
dread_priest_death_innate_12		wh2_dlc09_skill_innate_tmb_wise		6	12		0	0	false
dread_priest_death_innate_13		wh2_dlc09_skill_innate_tmb_wrathful		6	13		0	0	false
dread_priest_death_innate_14		wh2_dlc09_skill_innate_tmb_eternal		6	14		0	0	false
dread_priest_death_innate_15		wh2_dlc09_skill_innate_tmb_proficient_caster		6	15		0	0	false
dread_priest_death_innate_16		wh2_dlc09_skill_innate_tmb_channeller		6	16		0	0	false
dread_priest_death_innate_2		wh2_main_skill_innate_all_strong		6	2		0	0	false
dread_priest_death_innate_3		wh2_main_skill_innate_all_tough		6	3		0	0	false
dread_priest_death_innate_8		wh2_main_skill_innate_all_cunning		6	8		0	0	false
dread_priest_death_campaign_actions_dummy		wh2_dlc09_skill_all_dummy_agent_actions_tmb_liche_priest		8	0		1	0	false
wh3_main_agent_action_scaling_dread_priest_death		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
dread_suppressor_death		dread_suppressor		1	3		0	0	true
dread_nagash_magic_death		dread_nagash_magic		1	4		0	0	true
dread_eternally_bound_death		dread_eternally_bound		1	5		0	0	true
