member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/ovn_dread_king_only		
ovn_dread_king_faction_group	ACTOR	ovn_tmb_dread_king
wh3_main_corruption_vampiric_91-100_ovn_dread_king	ACTOR	ovn_tmb_dread_king
wh3_main_corruption_vampiric_81-90_ovn_dread_king	ACTOR	ovn_tmb_dread_king
wh3_main_corruption_vampiric_71-80_ovn_dread_king	ACTOR	ovn_tmb_dread_king
wh3_main_corruption_vampiric_61-70_ovn_dread_king	ACTOR	ovn_tmb_dread_king
wh3_main_corruption_vampiric_51-60_ovn_dread_king	ACTOR	ovn_tmb_dread_king
wh3_main_corruption_vampiric_41-50_ovn_dread_king	ACTOR	ovn_tmb_dread_king
wh3_main_corruption_vampiric_31-40_ovn_dread_king	ACTOR	ovn_tmb_dread_king
wh3_main_corruption_vampiric_21-30_ovn_dread_king	ACTOR	ovn_tmb_dread_king
wh3_main_corruption_vampiric_11-20_ovn_dread_king	ACTOR	ovn_tmb_dread_king
wh3_main_corruption_vampiric_1-10_ovn_dread_king	ACTOR	ovn_tmb_dread_king
