id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
#campaign_character_arts_tables;0;db/campaign_character_arts_tables/ovn_dread_king_only																
35877853	elo_dread_larenscheld	0	0		none	elo_dread_larenscheld			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_hu1_empire_staff_and_sword	cam_drk_ship_01	cam_drk_ship_01	0	0	0
2101873	Dread_King	0	0		none	Dread_King			ovn_campaign_dkl_ship_dread_king	ovn_campaign_dkl_ship_dread_king	cam_hu1_empire_sword	cam_drk_ship_01	cam_drk_ship_01	0	0	0
2101874	elo_hand_of_nagash	0	0		none	elo_hand_of_nagash			ovn_campaign_dkl_ship_transport	ovn_campaign_dkl_ship_transport	cam_hu1_empire_staff_and_sword	cam_drk_ship_01	cam_drk_ship_01	0	0	0
65658901	dread_liche_strategos_01_vampires	0	0		none	dread_liche_strategos_01			ovn_campaign_dkl_ship_transport	ovn_campaign_dkl_ship_transport	cam_hu1_empire_staff_and_sword	cam_drk_ship_01	cam_drk_ship_01	0	0	0
65658902	dread_liche_strategos_02_vampires	0	0		none	dread_liche_strategos_02			ovn_campaign_dkl_ship_transport	ovn_campaign_dkl_ship_transport	cam_hu1_empire_staff_and_sword	cam_drk_ship_01	cam_drk_ship_01	0	0	0
65658903	dread_liche_strategos_03_vampires	0	0		none	dread_liche_strategos_03			ovn_campaign_dkl_ship_transport	ovn_campaign_dkl_ship_transport	cam_hu1_empire_staff_and_sword	cam_drk_ship_01	cam_drk_ship_01	0	0	0
65658904	dread_liche_strategos_04_vampires	0	0		none	dread_liche_strategos_04			ovn_campaign_dkl_ship_transport	ovn_campaign_dkl_ship_transport	cam_hu1_empire_staff_and_sword	cam_drk_ship_01	cam_drk_ship_01	0	0	0
65658905	dread_liche_strategos_05_vampires	0	0		none	dread_liche_strategos_05			ovn_campaign_dkl_ship_transport	ovn_campaign_dkl_ship_transport	cam_hu1_empire_staff_and_sword	cam_drk_ship_01	cam_drk_ship_01	0	0	0
191030	dread_liche_strategos_01_death	0	0		none	dread_liche_strategos_01			ovn_campaign_dkl_ship_transport	ovn_campaign_dkl_ship_transport	cam_hu1_empire_staff_and_sword	cam_drk_ship_01	cam_drk_ship_01	0	0	0
191031	dread_liche_strategos_02_death	0	0		none	dread_liche_strategos_02			ovn_campaign_dkl_ship_transport	ovn_campaign_dkl_ship_transport	cam_hu1_empire_staff_and_sword	cam_drk_ship_01	cam_drk_ship_01	0	0	0
191032	dread_liche_strategos_03_death	0	0		none	dread_liche_strategos_03			ovn_campaign_dkl_ship_transport	ovn_campaign_dkl_ship_transport	cam_hu1_empire_staff_and_sword	cam_drk_ship_01	cam_drk_ship_01	0	0	0
191033	dread_liche_strategos_04_death	0	0		none	dread_liche_strategos_04			ovn_campaign_dkl_ship_transport	ovn_campaign_dkl_ship_transport	cam_hu1_empire_staff_and_sword	cam_drk_ship_01	cam_drk_ship_01	0	0	0
191034	dread_liche_strategos_05_death	0	0		none	dread_liche_strategos_05			ovn_campaign_dkl_ship_transport	ovn_campaign_dkl_ship_transport	cam_hu1_empire_staff_and_sword	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190918	dread_hetairoi_01	0	0		none	dread_hetairoi_01			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_lord_hu1_settra_2handed_halberd	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190919	dread_hetairoi_02	0	0		none	dread_hetairoi_02			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_lord_hu1_settra_2handed_halberd	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190920	dread_hetairoi_03	0	0		none	dread_hetairoi_03			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_lord_hu1_settra_2handed_halberd	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190921	dread_corrupted_priest_01_death	0	0		none	dread_corrupted_priest_01			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_lord_hu1_wh3_kislev_mace_and_satchel	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190922	dread_corrupted_priest_02_death	0	0		none	dread_corrupted_priest_02			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_lord_hu1_wh3_kislev_mace_and_satchel	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190923	dread_corrupted_priest_03_death	0	0		none	dread_corrupted_priest_03			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_lord_hu1_wh3_kislev_mace_and_satchel	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190924	dread_corrupted_priest_01_shadow	0	0		none	dread_corrupted_priest_01			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_lord_hu1_wh3_kislev_mace_and_satchel	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190925	dread_corrupted_priest_02_shadow	0	0		none	dread_corrupted_priest_02			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_lord_hu1_wh3_kislev_mace_and_satchel	cam_drk_ship_01	cam_drk_ship_01	0	0	0
190926	dread_corrupted_priest_03_shadow	0	0		none	dread_corrupted_priest_03			ovn_campaign_dkl_ship_agent	ovn_campaign_dkl_ship_agent	cam_lord_hu1_wh3_kislev_mace_and_satchel	cam_drk_ship_01	cam_drk_ship_01	0	0	0
