key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost	required_parents	pixel_offset_x	pixel_offset_y
#technology_nodes_tables;0;db/technology_nodes_tables/!!!ovn_dread_king														
dread_king_tech_1_legion		ovn_tmb_dread_king	15	dread_king_tech_1_legion	tmb_mil	8	1400	0	0			0	0	0
dread_king_tech_2_legion		ovn_tmb_dread_king	17	dread_king_tech_2_legion	tmb_mil	8	1400	0	0			1	0	0
dread_king_tech_3_legion		ovn_tmb_dread_king	19	dread_king_tech_3_legion	tmb_mil	8	1400	0	0			1	0	0
dread_king_tech_4_legion		ovn_tmb_dread_king	20	dread_king_tech_4_legion	tmb_mil	8	1400	0	0			1	0	0
dread_king_tech_5_legion		ovn_tmb_dread_king	21	dread_king_tech_5_legion	tmb_mil	8	1400	0	0			1	0	0
dread_king_tech_6_legion		ovn_tmb_dread_king	23	dread_king_tech_6_legion	tmb_mil	8	1400	0	0			1	0	0
dread_king_tech_7		ovn_tmb_dread_king	16	dread_king_tech_7	tmb_mil	8	75	0	0			1	0	0
dread_king_tech_8		ovn_tmb_dread_king	16	dread_king_tech_8	tmb_mil	7	75	0	0			1	0	0
dread_king_tech_9		ovn_tmb_dread_king	16	dread_king_tech_9	tmb_mil	9	75	0	0			1	0	0
dread_king_tech_10		ovn_tmb_dread_king	17	dread_king_tech_10	tmb_mil	7	75	0	0			1	0	0
dread_king_tech_11		ovn_tmb_dread_king	17	dread_king_tech_11	tmb_mil	6	75	0	0			1	0	0
dread_king_tech_12		ovn_tmb_dread_king	17	dread_king_tech_12	tmb_mil	9	75	0	0			1	0	0
dread_king_tech_13		ovn_tmb_dread_king	17	dread_king_tech_13	tmb_mil	10	75	0	0			1	0	0
dread_king_tech_14		ovn_tmb_dread_king	18	dread_king_tech_14	tmb_mil	8	100	0	0			1	0	0
dread_king_tech_15		ovn_tmb_dread_king	18	dread_king_tech_15	tmb_mil	7	1	1000	0			1	0	0
dread_king_tech_16		ovn_tmb_dread_king	18	dread_king_tech_16	tmb_mil	6	100	0	0			1	0	0
dread_king_tech_17		ovn_tmb_dread_king	18	dread_king_tech_17	tmb_mil	5	200	0	0			1	0	0
dread_king_tech_18		ovn_tmb_dread_king	18	dread_king_tech_18	tmb_mil	9	1	0	0		wh2_dlc09_tmb_tech_agent_unlock	1	0	0
