building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/ovn_dread_king_only								
wh2_dlc09_special_pyramid_phar			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_pyramid_of_king_phar	true	wh2_dlc09_special_pyramid_phar	true
wh2_dlc09_special_pyramid_khatep			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ pyramid_of_king_khatep	true	wh2_dlc09_special_pyramid_khatep	true
wh2_dlc09_special_pyramid_settra			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ great_pyramid_of_settra	true	wh2_dlc09_special_pyramid_settra	true
dread_pyramid_omanhan_landmark			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ pyramid_of_king_alcadizaar	false	dread_pyramid_omanhan_landmark	true
dread_pyramid_nebwaneph_landmark			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_pyramid_of_king_amenemhetum	false	dread_pyramid_nebwaneph_landmark	true
dread_pyramid_dread_king_landmark			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_pyramid_of_king_phar	false	dread_pyramid_dread_king_landmark	true
dread_palace_myrmidens_landmark			ovn_tmb_dread_king	wh_main_PLACEHOLDER	dread_palace_myrmidens_landmark	false	dread_palace_myrmidens_landmark	true
dread_temple_of_doom_landmark			ovn_tmb_dread_king	wh_main_PLACEHOLDER	dread_temple_of_doom_landmark	false	dread_temple_of_doom_landmark	true
dread_infantry_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ infantry_barracks	false	wh2_dlc09_tmb_infantry_1	true
dread_infantry_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ infantry_barracks	false	wh2_dlc09_tmb_infantry_2	true
dread_infantry_3			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ infantry_barracks	false	wh2_dlc09_tmb_infantry_3	true
dread_infantry_4			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ infantry_barracks	false	dread_infantry_4	true
dread_cavalry_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ cavalry_stables	false	wh2_dlc09_tmb_cavalry_1	true
dread_cavalry_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ cavalry_stables	false	wh2_dlc09_tmb_cavalry_2	true
dread_cavalry_3			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ cavalry_stables	false	wh2_dlc09_tmb_cavalry_3	true
dread_burial_mound			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_burial_mound	false	wh2_dlc09_tmb_arkhan_burial_mound	true
dread_burial_mound_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_burial_mound	false	wh2_dlc09_tmb_arkhan_burial_mound_2	true
dread_ghosts_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	wh_main_vmp_resource_pastures_timber_military	false	dread_ghosts_1	true
dread_ghosts_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	wh_main_vmp_resource_pastures_timber_military	false	dread_ghosts_2	true
dread_elephants_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	dread_monster_boneyard	false	dread_elephants_1	true
dread_hydras_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	dread_monster_boneyard	false	dread_hydras_1	true
dread_colossus_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	dread_colossal_bones	false	dread_colossus_1	true
dread_mortis_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	vampire_necromancers	false	dread_mortis_1	true
wh2_dlc09_tmb_arkhan_burial_mound			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_burial_mound	true	wh2_dlc09_tmb_arkhan_burial_mound	true
wh2_dlc09_tmb_arkhan_burial_mound_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_burial_mound	true	wh2_dlc09_tmb_arkhan_burial_mound_2	true
wh2_dlc09_tmb_cavalry_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ cavalry_stables	true	wh2_dlc09_tmb_cavalry_1	true
wh2_dlc09_tmb_cavalry_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ cavalry_stables	true	wh2_dlc09_tmb_cavalry_2	true
wh2_dlc09_tmb_cavalry_3			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ cavalry_stables	true	wh2_dlc09_tmb_cavalry_3	true
wh2_dlc09_tmb_cavalry_4			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ cavalry_stables	true	wh2_dlc09_tmb_cavalry_4	true
wh2_dlc09_tmb_chariots_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ chariot_artillery	true	wh2_dlc09_tmb_chariots_1	true
wh2_dlc09_tmb_chariots_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ chariot_artillery	true	wh2_dlc09_tmb_chariots_2	true
wh2_dlc09_tmb_chariots_3			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ chariot_artillery	true	wh2_dlc09_tmb_chariots_3	true
wh2_dlc09_tmb_citadel_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_citadel	true	wh2_dlc09_tmb_citadel_1	true
wh2_dlc09_tmb_estate_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_estate	true	wh2_dlc09_tmb_estate_1	true
wh2_dlc09_tmb_growth_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ growth	true	wh2_dlc09_tmb_growth_1	true
wh2_dlc09_tmb_growth_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ growth	true	wh2_dlc09_tmb_growth_2	true
wh2_dlc09_tmb_growth_3			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ growth	true	wh2_dlc09_tmb_growth_3	true
wh2_dlc09_tmb_hierotitan_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_hierotitan	true	wh2_dlc09_tmb_hierotitan_1	true
wh2_dlc09_tmb_income_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ income	true	wh2_dlc09_tmb_income_1	true
wh2_dlc09_tmb_income_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ income	true	wh2_dlc09_tmb_income_2	true
wh2_dlc09_tmb_income_3			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ income	true	wh2_dlc09_tmb_income_3	true
wh2_dlc09_tmb_infantry_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ infantry_barracks	true	wh2_dlc09_tmb_infantry_1	true
wh2_dlc09_tmb_infantry_2			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ infantry_barracks	true	wh2_dlc09_tmb_infantry_2	true
wh2_dlc09_tmb_infantry_3			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_ infantry_barracks	true	wh2_dlc09_tmb_infantry_3	true
wh2_dlc09_tmb_necrosphinx_1			ovn_tmb_dread_king	wh_main_PLACEHOLDER	tmb_necrosphinx	true	wh2_dlc09_tmb_necrosphinx_1	true
