key	requires_effect_enabling	icon_name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	superseded_abilities_set	is_hidden_in_ui_for_enemy
#unit_abilities_tables;17;db/unit_abilities_tables/ovn_dread_king_only											
elo_liche_call_the_legions	true	wh_dlc04_spell_vamps_raise_dead_ghorst		wh_type_augment		wh_main_anc_group_common	true	false	bound		false
Dread_Aura	true	wh2_dlc09_character_passive_befalling_curse		wh_type_area_of_hexes		wh_main_anc_group_uncommon	true	false	passive		false
spawn_ushabti_dread_king	true	dread_king_summon_minos		wh_type_augment		wh_main_anc_group_unique	true	false	bound		false
elo_hand_terror_past	false	wh_dlc03_item_abilities_chalice_of_dark_rain		wh_type_area_of_hexes		wh_main_anc_group_unique	false	false	passive		false
elo_hand_punished_one	true	wh_dlc03_anc_magic_standard_manbane_standard		wh_type_augment		wh_main_anc_group_unique	true	false	passive		false
elo_hungering_blade	true	wh_main_weapon_abilities_skabscrath		wh_type_augment_of_the_winds		wh_main_anc_group_unique	true	false	passive		false
elo_hand_judge_executioner	true	wh2_dlc09_weapon_abilities_venom_staff		wh_type_hex		wh_main_anc_group_rare	true	false	active		false
elo_hand_vortex	true	wh2_dlc11_lord_abilities_storm_of_the_night		wh_type_explosion		wh_main_anc_group_rare	true	false	active		false
larenscheld_ghost_on_death	false	wh2_main_character_abilities_arcane_vassal		wh_type_summon_unit		wh_main_anc_group_rare	false	false	passive		false
larenscheld_ghost_on_death_upgraded	true	wh_main_hero_abilities_slippery		wh_type_transform		wh_main_anc_group_unique	true	false	active		false
larenscheld_change_at_will	true	wh_main_hero_abilities_slippery		wh_type_transform		wh_main_anc_group_unique	true	false	active		false
larenscheld_bombardment	true	wh_main_item_abilities_skull_of_katam		wh_type_bombardment		wh_main_anc_group_rare	true	false	bound		false
elo_necromantic_anchor	false	wh_dlc04_unit_abilities_vigour_mortis		wh_type_area_of_augments		wh_main_anc_group_uncommon	false	false	passive		false
elo_liche_land_of_nagash	true	wh_main_item_abilities_skull_of_katam		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	active		false
dread_unit_abilities_hydra_breath	false	wh2_main_unit_abilities_pestilential_breath		wh_type_magic_missiles		wh_main_anc_group_uncommon	false	false	active		false
dread_passive_blessing_black_grail	false	dread_passive_the_blessing_of_the_black_grail		wh_type_ward_save		wh_main_anc_group_uncommon	false	false	passive		false
